country,ctry,year,REG5,REG6,REG7,REG8,REG9,,,,,,,,,,,,,,,
Sweden,SWE,1987,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1988,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1989,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1990,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1991,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1992,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1993,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1994,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1995,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1996,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1997,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1998,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,1999,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2000,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2001,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2002,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2003,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2004,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2005,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2006,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2007,4,4,6,2,,,,,,,,,,,,,,,,
Sweden,SWE,2008,4,4,6,2,2,,,,,,,,,,,,,,,
Turkey,TUR,1985,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,1986,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,1987,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,1988,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,1989,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,1990,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1991,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1992,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1993,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1994,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1995,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1996,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1997,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1998,0,5,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,1999,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2000,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2001,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2002,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2003,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2004,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2005,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2006,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2007,0,4,5,0,,,,,,,,,,,,,,,,
Turkey,TUR,2008,0,4,5,0,1,,,,,,,,,,,,,,,
United States,USA,1985,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1986,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1987,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1988,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1989,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1990,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1991,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1992,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1993,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1994,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1995,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1996,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1997,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1998,0,,,1,,,,,,,,,,,,,,,,
United States,USA,1999,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2000,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2001,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2002,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2003,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2004,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2005,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2006,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2007,0,,,1,,,,,,,,,,,,,,,,
United States,USA,2008,0,,,1,4,,,,,,,,,,,,,,,
Brazil,BRA,2008,6,4,1,2,5,,,,,,,,,,,,,,,
China,CHN,2008,4,3,6,6,5,,,,,,,,,,,,,,,
India,IND,2008,2,3,6,6,6,,,,,,,,,,,,,,,
Indonesia,IDN,2008,6,4,1,6,5,,,,,,,,,,,,,,,
South Africa,ZAF,2008,0,,2,4,1,,,,,,,,,,,,,,,
Slovenia,SVN,2008,4,3,3,4,1,,,,,,,,,,,,,,,
Estonia,EST,2008,4,4,1,6,1,,,,,,,,,,,,,,,
Israel,ISR,2008,0,2,1,2,6,,,,,,,,,,,,,,,
Russian Federation,RUS,2008,4,4,1,6,1,,,,,,,,,,,,,,,
Chile,CHL,2008,6,6,1,0,2,,,,,,,,,,,,,,,
Iceland,ISL,2008,0,4,,0,6,,,,,,,,,,,,,,,
Luxembourg,LUX,2008,2,3,1,6,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
